Latitude,Longitude,Precision,Site,District,State,Year,Field,Dated,Investigator,Institute,Notes,Reference
23.030878,86.487019,3,Khayerbani,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.366914,86.049137,3,Hirapur,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.332078,86.365208,3,Rasikdih,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.092381,86.6844,3,Kalupara,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.332078,86.365208,3,Purudiha,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.19661,86.585492,3,Maheshpur,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.332078,86.365208,3,Ghat-Dungri,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
22.958849,86.664886,3,Goladal,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
22.981556,86.683771,3,Bansketia,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
22.764673,86.557738,3,Kantagora,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.332078,86.365208,3,Tentla,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.332078,86.365208,3,Bhengardih,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.332078,86.365208,3,Doldcnrya,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
22.790821,86.668663,3,Tila Bani,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.332078,86.365208,3,Basudih,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.332078,86.365208,3,Barcaiari,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.332078,86.365208,3,Mahulbana,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.545278,86.909816,3,Udaypur,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.083898,86.669923,3,Palasbani,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
23.434121,86.667871,3,Akshaypur,Purulia,West Bengal,1959,Exploration,?,Survey,Survey,,IAR 1960: 48
22.678213,88.693067,5,Ghandraketugarh,24 Parganas,West Bengal,1959,Excavation,?,University,University of Calcutta,,IAR 1960: 50-52
16.306652,80.43654,3,Uppugunduru,Guntur,Andhra Pradesh,1959,Exploration,Buddhist,Survey,Survey,,IAR 1960: 67
14.442599,79.986456,3,Kurichedu,Nellore,Andhra Pradesh,1959,Exploration,Neolithic,Survey,Survey,,IAR 1960: 67
17.442991,82.811545,3,Lingarajupalem,Visakhapatnam,Andhra Pradesh,1959,Exploration,Buddhist,Survey,Survey,,IAR 1960: 67
25.24143,86.992436,3,Shahakund,Bhagalpur,Bihar,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 67
25.240129,86.740439,3,Sultanganj,Bhagalpur,Bihar,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 67
25.096074,85.313119,3,Doisanagar,Ranchi,Bihar,1959,Exploration,Fort,Survey,Survey,,IAR 1960: 67
25.096074,85.313119,3,Biru,Ranchi,Bihar,1959,Exploration,Temple,Survey,Survey,,IAR 1960: 67
28.613939,77.209021,3,Delhi,Delhi,Delhi,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 67
21.674199,72.758849,3,Mehgam,Broach,Gujarat,1959,Exploration,Microliths,Survey,Survey,,IAR 1960: 67
21.609109,72.92391,3,Nangal,Broach,Gujarat,1959,Exploration,BRW,Survey,Survey,,IAR 1960: 67
22.303895,70.80216,3,Amrana,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.303895,70.80216,3,Belan,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.965761,70.841725,3,Gala,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.303895,70.80216,3,Ghatsila,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.303895,70.80216,3,Ghumto,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.280567,70.753831,3,Gunjana,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.303895,70.80216,3,Hajanabi,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
23.000061,70.892731,3,Jetpur,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.303895,70.80216,3,Jhikri,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
21.902545,70.033772,3,Johpur,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.853187,70.675127,3,Kantipur,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.899722,70.662574,3,Modpur,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.303895,70.80216,3,Nagalpur,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
22.685629,70.562738,3,Pithad,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
21.908106,70.546573,3,Rangpur,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
23.098688,72.547732,3,Raopur,Rajkot,Gujarat,1959,Exploration,Harappan,State,Government of Bombay,,IAR 1960: 67
21.468982,70.370291,3,Junagadh,Sorath,Gujarat,1959,Exploration,Seals,Survey,Survey,,IAR 1960: 67
31.342943,76.762507,3,Haritalaynagar,Bilaspur,Himachal Pradesh,1959,Exploration,Fossil,Survey,Survey,,IAR 1960: 67
11.258753,75.78041,3,Panniyannur Amsom,Kozhikode,Kerala,1959,Exploration,Cave,State,Kerala State,,IAR 1960: 67
10.78673,76.654793,3,Chakkyar Kundam,Palghat,Kerala,1959,Exploration,Temple,State,Kerala State,,IAR 1960: 67-68
26.558735,78.787288,3,Asohna,Bhind,Madhya Pradesh,1959,Exploration,BRW,Survey,Survey,,IAR 1960: 69
26.206107,79.084276,3,Barauli,Bhind,Madhya Pradesh,1959,Exploration,BRW,Survey,Survey,,IAR 1960: 69
26.216827,78.63349,3,Jamdara,Bhind,Madhya Pradesh,1959,Exploration,BRW,Survey,Survey,,IAR 1960: 69
26.558735,78.787288,3,Mow,Bhind,Madhya Pradesh,1959,Exploration,BRW,Survey,Survey,,IAR 1960: 69
26.244064,78.971245,3,Barehat,Bhind,Madhya Pradesh,1959,Exploration,Terracottas,Survey,Survey,,IAR 1960: 69
21.640485,78.734867,3,Mohgaon,Chhindwara,Madhya Pradesh,1959,Exploration,Paleolithic,Survey,Survey,,IAR 1960: 69
22.057437,78.938173,3,Chhindwara,Chhindwara,Madhya Pradesh,1959,Exploration,Paleolithic,Survey,Survey,,IAR 1960: 69
22.719569,75.857726,3,Sukhaniwas Palace,Indore,Madhya Pradesh,1959,Exploration,Paleolithic,Survey,Survey,,IAR 1960: 69
23.303235,79.910874,3,Bhidari-kalan,Jabalpur,Madhya Pradesh,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 69
23.284446,79.690902,3,Patan,Jabalpur,Madhya Pradesh,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 69
23.181467,79.986407,3,Fular,Jabalpur,Madhya Pradesh,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 69
23.196212,79.624945,3,Bhita,Jabalpur,Madhya Pradesh,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 69
23.202898,80.056985,3,Pipariya,Jabalpur,Madhya Pradesh,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 69
23.167815,79.551914,3,Kunda,Jabalpur,Madhya Pradesh,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 69
23.166796,80.173557,3,Batai,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.181467,79.986407,3,Birhaula-khera,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.036176,79.608097,3,Deori,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.17028,80.229343,3,Doli,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.169241,80.26001,3,Dunda,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.181467,79.986407,3,Gauriya,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.232402,79.915978,5,Kalan,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.262366,79.985009,3,Keolari,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.128466,79.973318,5,Khajarwara,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.098148,79.996194,3,Nimkheda,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.108724,80.000387,3,Saliwada,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.315405,79.647404,3,Basan,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.121037,80.290666,3,Budbudi,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.181467,79.986407,3,Dubha-khera,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.298123,79.653017,3,Gadaghat,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.08212,79.284577,3,Ghughri,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.192342,79.478826,3,Gubra-kalan,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.17476,80.159604,3,Hansapur,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.251391,80.207033,3,Jhonjh,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.181467,79.986407,3,Lakhari,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.239701,79.99899,3,Lilkheda,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.227753,80.025197,3,Matamar,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.249292,80.173557,3,Silpura,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.220074,80.072351,3,Sonpur,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.181467,79.986407,3,Sukn,Jabalpur,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
23.181467,79.986407,3,Nirandpur,Jabalpur,Madhya Pradesh,1959,Exploration,NBPW,Survey,Survey,,IAR 1960: 69
23.284446,79.690902,3,Patan,Jabalpur,Madhya Pradesh,1959,Exploration,NBPW,Survey,Survey,,IAR 1960: 69
23.196212,79.624945,3,Bhita,Jabalpur,Madhya Pradesh,1959,Exploration,NBPW,Survey,Survey,,IAR 1960: 69
21.325444,76.230893,3,Burhanpur,Khandwa,Madhya Pradesh,1959,Exploration,Protohistoric,Survey,Survey,,IAR 1960: 69
21.825733,76.352571,3,Jamadhad,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.825733,76.352571,3,Matupur,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
22.065264,76.491178,5,Chanera,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.851224,76.823081,3,Mojwadi,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.825733,76.352571,3,Garbardi,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.825733,76.352571,3,Punaghat-kala,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.825733,76.352571,3,Chalapa-khurd,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
22.082126,76.644159,3,Borkheda-khurd,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.825733,76.352571,3,Tosaniya,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
22.157051,76.216045,3,Karoli,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.903654,76.179098,3,Dehgaon,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.825733,76.352571,3,Hutiya,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.825733,76.352571,3,Atud-khasa,Khandwa,Madhya Pradesh,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 69
21.833524,75.614989,3,Bijagad,Khargone,Madhya Pradesh,1959,Exploration,Caves,Survey,Survey,,IAR 1960: 69
23.332733,77.782397,3,Raisen,Raisen,Madhya Pradesh,1959,Exploration,Paleolithic,Survey,Survey,,IAR 1960: 70
23.838805,78.737807,3,Abchand,Sagar,Madhya Pradesh,1959,Exploration,Rock-shelters,University,University of Saugor,,IAR 1960: 70
23.855351,78.795786,3,Makronia,Sagar,Madhya Pradesh,1959,Exploration,Lithics,University,University of Saugor,,IAR 1960: 70
23.838805,78.737807,3,Pithoria,Sagar,Madhya Pradesh,1959,Exploration,Temple,University,University of Saugor,,IAR 1960: 70
23.639891,79.065495,3,Rehli,Sagar,Madhya Pradesh,1959,Exploration,Sculptures,University,University of Saugor,,IAR 1960: 70
23.389756,79.016474,3,Deori,Sagar,Madhya Pradesh,1959,Exploration,Sculptures,University,University of Saugor,,IAR 1960: 70
24.176337,78.19634,3,Bina,Sagar,Madhya Pradesh,1959,Exploration,Sculptures,University,University of Saugor,,IAR 1960: 70
24.088986,78.164994,3,Eran,Sagar,Madhya Pradesh,1959,Exploration,Sculptures,University,University of Saugor,,IAR 1960: 70
23.009748,76.903801,3,Dharampuri,Sehore,Madhya Pradesh,1959,Exploration,Microliths,University,University of Saugor,,IAR 1960: 71
22.991843,77.004626,3,Nayapura,Sehore,Madhya Pradesh,1959,Exploration,Rock-shelters,Survey,Survey,,IAR 1960: 71
23.205012,77.085078,3,Shahad-karad,Sehore,Madhya Pradesh,1959,Exploration,Rock-shelters,Survey,Survey,,IAR 1960: 71
23.205012,77.085078,3,Bhinyapura,Sehore,Madhya Pradesh,1959,Exploration,Rock-shelters,Survey,Survey,,IAR 1960: 71
23.289638,75.46069,3,Rajota,Ujjain,Madhya Pradesh,1959,Exploration,BRW,Survey,Survey,,IAR 1960: 71
23.179301,75.78491,3,Rajota-3-miles-north,Ujjain,Madhya Pradesh,1959,Exploration,BRW,Survey,Survey,,IAR 1960: 71
23.813757,77.495291,3,Shamsabad,Vidisha,Madhya Pradesh,1959,Exploration,Sculptures,University,University of Saugor,,IAR 1960: 71
23.672692,78.122234,3,Gyaraspur,Vidisha,Madhya Pradesh,1959,Exploration,Paleolithic,Survey,Survey,,IAR 1960: 72
18.404585,75.192111,3,Mahenduri,Ahmednagar,Maharashtra,1959,Exploration,BRW,University,Deccan College,,IAR 1960: 72
21.175011,79.655824,3,Bhandara,Bhandara,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
21.26474,79.725966,3,Betala,Bhandara,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
21.3212,79.782039,3,Chargaon,Bhandara,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
21.297629,79.782039,3,Dhorwada,Bhandara,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
21.175011,79.655824,3,Khamri,Bhandara,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
21.236679,79.700721,3,Kothurna,Bhandara,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
21.223497,79.725966,3,Mandwi,Bhandara,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
21.245006,79.668454,3,Panjra,Bhandara,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
21.175011,79.655824,3,Takri,Bhandara,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
19.062678,72.881592,9,Sindhla,Chanda,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
19.363617,74.933752,3,Ghanta Chowki,Chanda,Maharashtra,1959,Exploration,Stone circles,Survey,Survey,,IAR 1960: 72
20.101357,79.153914,5,Bhandak,Chanda,Maharashtra,1959,Exploration,Temple,Survey,Survey,,IAR 1960: 72
21.128077,78.952158,3,Wardhamna,Nagpur,Maharashtra,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 72
21.1458,79.088155,3,Durgamna,Nagpur,Maharashtra,1959,Exploration,Stone circles,Survey,Survey,,IAR 1960: 72
18.697303,73.517485,3,Mahagaon,Pune,Maharashtra,1959,Exploration,Microliths,Survey,Survey,,IAR 1960: 72
18.409256,73.767679,5,Donge,Pune,Maharashtra,1959,Exploration,Microliths,Survey,Survey,,IAR 1960: 72
18.694317,73.487256,3,Lohgad,Pune,Maharashtra,1959,Exploration,Microliths,Survey,Survey,,IAR 1960: 72
18.52043,73.856744,3,Mohida-tarf-haveli,Pune,Maharashtra,1959,Exploration,Microliths,Survey,Survey,,IAR 1960: 72
12.971599,77.594563,3,Soodasandra,Bangalore,Karnataka,1959,Exploration,Microliths,Survey,Survey,,IAR 1960: 72
12.956673,77.733999,3,Siddapur,Bangalore,Karnataka,1959,Exploration,Microliths,Survey,Survey,,IAR 1960: 72
15.139393,76.921443,3,Hulakundi,Bellary,Karnataka,1959,Exploration,Neolithic,Survey,Survey,,IAR 1960: 72
16.830171,75.710031,3,Shidalphadi,Bijapur,Karnataka,1959,Exploration,Cave,Survey,Survey,,IAR 1960: 73
17.090859,76.217494,3,Almel,Bijapur,Karnataka,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 73
14.019507,76.271807,3,Talya,Chitaldrug,Karnataka,1959,Exploration,Stone circles,Survey,Survey,,IAR 1960: 73
11.935418,76.990228,3,Budithittu,Mysore,Karnataka,1959,Exploration,BRW,Survey,Survey,,IAR 1960: 73
12.29581,76.639381,3,Haralukote,Mysore,Karnataka,1959,Exploration,Temple,Survey,Survey,,IAR 1960: 73
13.152606,77.031978,3,Bebbur,Tumkur,Karnataka,1959,Exploration,Temple,State,Mysore State,,IAR 1960: 73
20.440786,85.258018,3,Madhupur,Cuttack,Orissa,1959,Exploration,Temple,State,Orissa State,,IAR 1960: 73
20.409908,85.325253,3,Deuli,Cuttack,Orissa,1959,Exploration,Images,State,Orissa State,,IAR 1960: 73
20.462521,85.88299,3,Dharmasala,Cuttack,Orissa,1959,Exploration,Images,State,Orissa State,,IAR 1960: 73
20.296059,85.82454,3,Bhubaneswar,Cuttack,Orissa,1959,Exploration,Images,State,Orissa State,,IAR 1960: 73
20.462521,85.88299,3,Pratappur,Cuttack,Orissa,1959,Exploration,Images,State,Orissa State,,IAR 1960: 73
21.116933,86.135742,3,Sainkul,Kendujhar,Orissa,1959,Exploration,Images,State,Orissa State,,IAR 1960: 73
30.093381,76.610258,3,Nadia,Ambala,Punjab,1959,Exploration,Lithics,Survey,Survey,,IAR 1960: 74
30.093381,76.610258,3,Masyun,Ambala,Punjab,1959,Exploration,Temple,Survey,Survey,,IAR 1960: 74
28.87732,76.64432,3,Astal Bohar,Rohtak,Punjab,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 74
26.089319,74.331967,5,Balad,Ajmer,Rajasthan,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 74
27.320525,76.736538,3,Garh,Alwar,Rajasthan,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 74
24.998264,74.389536,3,Jawanpura,Chittorgarh,Rajasthan,1959,Exploration,Microliths,Survey,Survey,,IAR 1960: 74
27.204763,77.557643,3,Noh,Bharatpur,Rajasthan,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 74
26.996472,75.87647,3,Amber,Jaipur,Rajasthan,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 74
26.912434,75.787271,3,Bhandarej,Jaipur,Rajasthan,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 74
26.644952,74.030942,3,Merta,Nagaur,Rajasthan,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 74
26.238947,73.024309,3,Bhatclai,Jodhpur,Rajasthan,1959,Exploration,Images,Survey,Survey,,IAR 1960: 75
27.07539,77.845304,3,Akhbai,Agra,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
27.17667,78.008075,3,Beman,Agra,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
27.17667,78.008075,3,Geherra-khurd,Agra,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
27.131382,77.831789,5,Karahra,Agra,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
27.17667,78.008075,3,Mahuwar,Agra,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
27.094529,77.667929,3,Fatehpur-Sikri,Agra,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
29.143572,78.607243,3,Khairabad,Ijnor,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
29.19119,78.362889,3,Khajuri,Ijnor,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
29.242662,78.207791,5,Jat,Ijnor,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
29.466373,78.334439,3,Raipur,Ijnor,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
29.337734,78.4418,3,Sedhi,Ijnor,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
28.325608,77.879602,3,Acheja,Bulandshahr,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
28.587537,77.851021,3,Asawar,Bulandshahr,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
28.406963,77.849829,3,Jehra,Bulandshahr,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
28.541568,77.851021,3,Katauri,Bulandshahr,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
28.030478,78.14611,3,Raipur,Bulandshahr,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
28.406963,77.849829,3,Uisara,Bulandshahr,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
28.406963,77.849829,3,Birpur,Bulandshahr,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
28.183854,78.2647,3,Ghalibpur,Bulandshahr,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
28.406963,77.849829,3,Ghatamwala,Bulandshahr,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
27.805417,78.584348,3,Jakhera,Etah,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
27.451333,79.221148,3,Pipargaon,Etah,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
27.602144,79.147798,3,Bhargain,Etah,Uttar Pradesh,1959,Exploration,PGW,Survey,Survey,,IAR 1960: 75
25.874458,83.646813,3,Toharganj,Ghazipur,Uttar Pradesh,1959,Exploration,NBPW,Survey,Survey,,IAR 1960: 75
25.584042,83.57702,3,Masaondih,Ghazipur,Uttar Pradesh,1959,Exploration,NBPW,Survey,Survey,,IAR 1960: 75
25.584042,83.57702,3,Devachandpur,Ghazipur,Uttar Pradesh,1959,Exploration,NBPW,Survey,Survey,,IAR 1960: 75
25.133699,82.564434,3,Somrath,Mirzapur,Uttar Pradesh,1959,Exploration,Sculptures,Survey,Survey,,IAR 1960: 75
16.52249,79.240886,3,Nagarjunakonda,Guntur,Andhra Pradesh,1960,Excavation,Paleolithic,Survey,Survey,,IAR 1961: 1
16.306652,80.43654,3,Vaikuntapuram,Guntur,Andhra Pradesh,1960,Exploration,BRW,Survey,Survey,,IAR 1961: 1
16.200685,80.528565,3,Chebrolu,Guntur,Andhra Pradesh,1960,Exploration,NBPW,Survey,Survey,,IAR 1961: 1
16.369328,80.427088,3,Lam,Guntur,Andhra Pradesh,1960,Exploration,Stone circles,Survey,Survey,,IAR 1961: 1
16.470893,80.402744,3,Motadaka,Guntur,Andhra Pradesh,1960,Exploration,Stone circles,Survey,Survey,,IAR 1961: 1
16.491409,80.389525,3,Le Malle,Guntur,Andhra Pradesh,1960,Exploration,Stone circles,Survey,Survey,,IAR 1961: 1
16.166679,80.227949,3,Yedlapadu,Guntur,Andhra Pradesh,1960,Exploration,Stone circles,Survey,Survey,,IAR 1961: 1
15.828126,78.037279,3,Pitikayagulla,Kurnool,Andhra Pradesh,1960,Exploration,Paleolithic,Survey,Survey,,IAR 1961: 1
25.309239,87.284213,3,Antichak,Bhagalpur,Bihar,1960,Excavation,Buddhist,University,University of Patna,,IAR 1961: 3
24.795452,84.999431,3,Goriya-Khoh,Gaya,Bihar,1960,Exploration,Drain,University,KP Jayaswal Research Institute,,IAR 1961: 4
24.965648,84.949239,3,Sonpur,Gaya,Bihar,1960,Excavation,Microliths,University,KP Jayaswal Research Institute,,IAR 1961: 4
25.068703,86.413669,3,Bhimbandh,Munger,Bihar,1960,Exploration,Paleolithic,University,KP Jayaswal Research Institute,,IAR 1961: 4
25.374756,86.473525,3,Karkhup,Munger,Bihar,1960,Exploration,Iron slag,University,University of Patna,,IAR 1961: 4
25.3682,86.475324,5,Jamalpur Hill,Munger,Bihar,1960,Exploration,Paleolithic,University,University of Patna,,IAR 1961: 4
25.096074,85.313119,3,Paharpur,Santal Parganas,Bihar,1960,Exploration,Microliths,University,KP Jayaswal Research Institute,,IAR 1961: 4
25.096074,85.313119,3,Mohantada,Santal Parganas,Bihar,1960,Exploration,Paleolithic,University,KP Jayaswal Research Institute,,IAR 1961: 4
25.096074,85.313119,3,Bandarkola,Santal Parganas,Bihar,1960,Exploration,Paleolithic,University,KP Jayaswal Research Institute,,IAR 1961: 4
25.096074,85.313119,3,Amjani,Santal Parganas,Bihar,1960,Exploration,Paleolithic,University,KP Jayaswal Research Institute,,IAR 1961: 4
25.096074,85.313119,3,Parer-kola,Santal Parganas,Bihar,1960,Exploration,Paleolithic,University,University of Patna,,IAR 1961: 4
